code,region,long_name,short_name,latitude,longitude
S02367,Veneto,Villabartolomea,Villabartolomea,45.153.057,11.348.728
S02331,Veneto,Villafranca Di Verona,Villafranca D.V.,45.349.801,10.849.016
S02145,Veneto,Villaverla Montecchio,Villaverla,45.656.998,11.524.271
S02141,Veneto,Anconetta,Anconetta,45.565.249,11.567.865
S02513,Veneto,Ve Asseggiano,Ve Asseggiano,45.499.357,12.178.101
S05708,Veneto,Polesella,Polesella,44.961.039,11.738.498
S02585,Veneto,Ponte Di Brenta,Ponte Di Brenta,45.429.216,11.947.734
S03200,Veneto,Portogruaro Caorle,Portogruaro C.,45.781.438,12.832.375
S02736,Veneto,Stazione Per L`Alpago,Stazione Alpago,46.137.574,12.316.066
S02579,Veneto,Grisignano Di Zocco,Grisignano Z.,4.548.638,11.710.762
S02539,Veneto,Istrana,Istrana,45.676.539,12.102.781
S02566,Veneto,Alano Fener Valdobbiadene,Alano Fener Val.,4.590.229,11.944.546
S02666,Veneto,S. Dona` Di Piave,S.Dona' Di Piave,4.563.983,12.559.791
S05704,Veneto,S.Elena - Este,S.Elena - Este,45.199.209,11.712.883
S02526,Veneto,S.Giorgio Delle Pertiche,S.Giorgio D.Pert,45.542.538,11.917.455
S02562,Veneto,S.Giustina Cesio,S.Giustina Cesio,46.077.655,1.204.294
S02435,Veneto,S.Martino Buon Albergo,S.Martino B.A.,45.421.559,11.089.155
S02536,Veneto,S.Martino Di Lupari,S.Martino Di Lup,45.655.928,11.857.227
S02503,Veneto,S.Nazario,S.Nazario,45.838.117,11.691.321
S02557,Veneto,Fae`Fortogna,Fae'Fortogna,46.239.439,12.294.121
S02143,Veneto,Thiene,Thiene,45.700.697,11.475.407
S02760,Veneto,Olmi Spercenigo,Olmi S.,45.679.467,12.338.101
S02761,Veneto,S.Biagio Di Callalta,S.Biagio C.,45.686.134,12.374.316
S02762,Veneto,Fagare,Fagare,4.570.705,12.444.296
S02763,Veneto,Ponte Di Piave,Ponte Piave,45.719.624,12.460.683
S02765,Veneto,Oderzo,Oderzo,45.775.304,1.249.293
S02766,Veneto,Gorgo Al Monticano,Gorgo Montic.,45.784.444,12.553.737
S02767,Veneto,Motta Di Livenza,Motta Liv.,45.779.114,12.607.118
S02768,Veneto,Pramaggiore,Pramaggiore,45.774.579,12.718.413
S02769,Veneto,Annone Veneto,Annone Veneto,45.774.904,12.680.334
S02440,Veneto,San Bonifacio,San Bonifacio,4.540.276,1.127.406
S02053,Veneto,Posto Comunicazione Dolce`,P.C. Dolce',45.601.513,10.850.588
S02733,Veneto,Vittorio Veneto,Vittorio Veneto,45.989.946,1.229.327
S02532,Veneto,Carmignano Di Brenta,Carmignano Di Br,45.621.354,11.714.891
S02437,Veneto,Caldiero,Caldiero,4.541.407,11.169.753
S02527,Veneto,Campodarsego,Campodarsego,45.505.721,11.900.894
S05417,Veneto,Ceregnano,Ceregnano,4.505.062,11.870.958
S02514,Veneto,Trebaseleghe,Trebaseleghe,45.581.509,12.040.046
S02592,Veneto,Venezia Porto Marghera,V.Porto Marghera,45.472.381,12.256.536
S02516,Veneto,Spinea,Spinea,45.491.568,12.177.168
S02713,Veneto,S.Trovaso,S.Trovaso,45.627.623,12.233.886
S02594,Veneto,Venezia Marittima,Ve Marittima,4.543.995,12.320.091
S02591,Veneto,Gr Sc Mestre St,Gr Sc St,45.466.808,12.242.832
S02319,Veneto,Primolano,Primolano,45.965.315,11.700.899
S02670,Veneto,Quarto D`Altino,Quarto D'Altino,45.574.576,12.365.032
S02501,Veneto,S.Marino,S.Marino,45.897.699,11.692.241
S02706,Veneto,Conegliano,Conegliano,45.884.706,12.298.909
S02558,Veneto,Ponte Nelle Alpi Polpet,Ponte Nelle Alpi,46.182.328,12.277.604
S02565,Veneto,Quero Vas,Quero Vas,45.939.306,11.920.189
S02508,Veneto,Resana,Resana,45.634.081,11.964.251
S02373,Veneto,Lendinara,Lendinara,45.081.816,11.591.667
S02433,Veneto,Verona Porta Vescovo,Verona P.Vescovo,45.435.552,11.018.841
S02715,Veneto,Preganziol,Preganziol,4.560.367,1.223.138
S05303,Veneto,Roncanova Di Gazzo Ver.,Roncanova,45.142.207,11.097.995
S02521,Veneto,Rosa`,Rosa',4.572.054,11.775.799
S05424,Veneto,Rosolina,Rosolina,45.075.548,12.239.663
S02522,Veneto,Rossano Veneto,Rossano Veneto,45.702.039,11.784.812
S05706,Veneto,Rovigo,Rovigo,45.076.993,11.780.892
S02735,Veneto,S.Croce Del Lago,S.Croce Del Lago,46.094.795,12.324.068
S02088,Veneto,Peschiera Del Garda,Peschiera Garda,45.438.502,10.702.509
S02705,Veneto,Pianzano,Pianzano,45.913.397,12.388.168
S02509,Veneto,Piombino Dese,Piombino Dese,4.560.944,1.200.058
S02559,Veneto,Belluno,Belluno,46.141.594,12.209.703
S02391,Veneto,Bevilacqua,Bevilacqua,45.230.145,11.398.643
S02588,Veneto,Mira Mirano,Mira Mirano,45.462.943,12.118.789
S02717,Veneto,Mogliano Veneto,Mogliano Veneto,45.561.964,1.223.274
S05703,Veneto,Monselice,Monselice,45.246.116,1.174.789
S02392,Veneto,Montagnana,Montagnana,45.228.238,11.459.873
S02443,Veneto,Montebello,Montebello,4.545.251,11.390.803
S02570,Veneto,Montebelluna,Montebelluna,45.776.434,12.054
S02667,Veneto,Fossalta Di Piave,Fossalta Piave,45.624.215,12.500.393
S03201,Veneto,Fossalta Di Portogruaro,Fossalta Di P.,4.578.324,12.907.473
S02374,Veneto,Fratta,Fratta,45.038.673,11.642.598
S02524,Veneto,Fratte Centro,Fratte Centro,45.585.849,11.906.637
S02671,Veneto,Gaggio,Gaggio,45.551.893,12.326.027
S02541,Veneto,Galliera Veneta Tombolo,Galliera Ven.Tom,45.652.901,11.828.066
S02510,Veneto,Noale Scorze`,Noale Scorze',45.553.833,12.074.888
S05310,Veneto,Nogara,Nogara,45.179.937,11.070.572
S02734,Veneto,Nove,Nove,46.050.895,12.313.312
S02704,Veneto,Orsago,Orsago,45.928.068,12.434.259
S02395,Veneto,Ospedaletto Euganeo,Ospedaletto Eug.,45.221.706,11.606.553
S02554,Veneto,Ospitale Di Cadore,Ospitale Di Cad.,46.325.771,12.318.429
S02581,Veneto,Padova,Padova,45.417.846,11.880.794
S02540,Veneto,Paese,Paese,45.669.207,12.161.677
S02602,Veneto,Paese Castagnole,Paese Castagnole,45.691.182,12.182.619
S02600,Veneto,Trevignano Signoressa,Trevignano Sign.,4.574.789,12.103.123
S02712,Veneto,Treviso C.,Treviso C.,45.659.608,1.224.614
S02568,Veneto,Levada,Levada,45.850.158,12.006.657
S02530,Veneto,Lisiera,Lisiera,45.578.581,11.610.695
S02663,Veneto,Lison,Lison,45.751.947,12.759.416
S02556,Veneto,Longarone Zoldo,Longarone Zoldo,46.267.466,12.301.953
S02441,Veneto,Lonigo,Lonigo,45.413.269,11.345.016
S05423,Veneto,Loreo,Loreo,45.059.476,12.191.569
S02512,Veneto,Maerne Di Martellago,Maerne Di Mart.,45.514.799,12.150.629
S02142,Veneto,Marano,Marano,45.706.864,114.246
S02668,Veneto,Meolo,Meolo,4.561.319,12.453.969
S02580,Veneto,Mestrino,Mestrino,45.457.878,11.773.859
S02587,Veneto,Dolo,Dolo,45.453.466,1.207.161
S02055,Veneto,Domegliara,Domegliara,45.522.348,10.820.408
S02330,Veneto,Dossobuono,Dossobuono,45.392.382,10.914.831
S02146,Veneto,Dueville,Dueville,45.635,11.546.108
S02396,Veneto,Este,Este,45.220.954,11.662.931
S02575,Veneto,Fanzolo,Fanzolo,45.708.253,11.992.069
S05710,Veneto,Occhiobello,Occhiobello,44.899.384,11.621.197
S02672,Veneto,Venezia Carpenedo,Venezia Carpen.,45.506.697,12.247.609
S02589,Veneto,Venezia Mestre,Venezia Mestre,45.482.123,12.232.069
S02593,Veneto,Venezia Santa Lucia,Venezia S.Lucia,45.441.569,12.320.882
S02061,Veneto,Verona Ca` Di David,Vr Cà Di David,45.384.406,10.994.897
S02430,Veneto,Verona Porta Nuova,Verona P.Nuova,45.428.603,10.982.377
S02446,Veneto,Vicenza,Vicenza,45.541.102,11.540.762
S02528,Veneto,Vigodarzere,Vigodarzere,45.453.289,11.891.641
S02586,Veneto,Vigonza Pianiga,Vigonza Pianiga,45.442.799,12.017.977
S02523,Veneto,Villa Del Conte,Villa Del Conte,45.607.701,11.852.518
S05700,Veneto,Abano Terme,Abano Terme,45.355.199,11.811.533
S05420,Veneto,Adria,Adria,4.506.058,12.054.228
S02538,Veneto,Albaredo,Albaredo,45.670.265,12.015.104
S02444,Veneto,Altavilla Tavernelle,Altavilla Tav.,45.511.805,11.454.702
S05707,Veneto,Arqua`,Arqua',45.006.465,11.748.518
S02370,Veneto,Badia Polesine,Badia Polesine,45.094.439,11.484.722
S02383,Veneto,Bonferraro,Bonferraro,45.185.651,11.009.247
S02390,Veneto,Boschi S.Anna,Boschi S.Anna,45.217.328,11.362.302
S02363,Veneto,Bovolone,Bovolone,45.254.446,11.123.862
S05709,Veneto,P.C.Canaro,P.C. Canaro,44.923.012,11.675.223
S02502,Veneto,Carpane`Valstagna,Carpane'Valstag.,45.860.128,11.661.183
S02506,Veneto,Cassola,Cassola,45.732.291,11.795.866
S02507,Veneto,Castello Di Godego,Castello Godego,45.688.082,1.187.759
S02368,Veneto,Castagnaro,Castagnaro,45.119.349,11.403.936
S02537,Veneto,Castelfranco Veneto,Castelfranco V.,45.666.439,11.934.315
S02093,Veneto,Castelnuovo,Castelnuovo D.G.,45.430.843,10.758.273
S05425,Veneto,Cavanella D`Adige,Cavan.Adige,45.111.263,12.249.312
S05422,Veneto,Cavanella Po,Cavanella Po,45.052.208,12.134.893
S02147,Veneto,Cavazzale,Cavazzale,45.596.079,11.569.823
S02665,Veneto,Ceggia,Ceggia,45.688.394,12.633.987
S02364,Veneto,Cerea,Cerea,45.196.556,11.213.921
S02563,Veneto,Busche Lentiai Mel,Busche Lentiai M,46.040.092,11.979.251
S05428,Veneto,Chioggia,Chioggia,45.210.243,12.275.235
S02500,Veneto,Cismon Del Grappa,Cismon D.Grappa,45.919.664,11.729.272
S02535,Veneto,Cittadella,Cittadella,45.643.868,11.789.857
S02140,Veneto,Schio,Schio,45.710.848,11.355.508
S02560,Veneto,Sedico Bribano,Sedico Bribano,46.095.424,12.086.508
S02732,Veneto,Soffratta,Soffratta,45.976.377,12.299.346
S02504,Veneto,Solagna,Solagna,45.815.434,1.172.134
S02709,Veneto,Spresiano,Spresiano,4.577.763,12.266.984
S05705,Veneto,Stanghella,Stanghella,4.513.209,11.749.094
S02708,Veneto,Susegana,Susegana,45.821.054,12.258.364
S02662,Veneto,Teglio Veneto,Teglio Veneto,45.809.887,12.858.938
S05701,Veneto,Terme Euganee-Abano-Montegr.,Terme Euganee,4.532.744,1.179.604
S02564,Veneto,Feltre,Feltre,46.012.884,11.911.493
S02534,Veneto,Fontaniva,Fontaniva,45.634.723,11.749.038
S02569,Veneto,Cornuda,Cornuda,45.833.846,12.012.886
S02375,Veneto,Costa,Costa,45.045.766,11.696.511
S05307,Veneto,Isola Della Scala,Isola D. Scala,45.269.474,11.013.312
S05418,Veneto,Lama,Lama,45.043.466,11.913.123
S02710,Veneto,Lancenigo,Lancenigo,45.710.087,12.265.663
S02366,Veneto,Legnago,Legnago,45.189.034,11.304.724
S02578,Veneto,Lerino,Lerino,45.518.725,1.163.567
S05419,Veneto,Baricetta,Baricetta,45.060.889,11.995.348
S02520,Veneto,Bassano Del Grappa,Bassano Del Gr.,45.766.697,11.741.525
S05702,Veneto,Battaglia Terme,Battaglia Terme,45.291.475,1.177.838
S02531,Veneto,S.Pietro In Gu`,S.Pietro In Gu',45.605.039,11.673.157
S02664,Veneto,S. Stino Di Livenza,S. Stino Di Liv.,45.721.088,12.682.769
S02394,Veneto,Saletto,Saletto,4.522.274,11.535.093
S02511,Veneto,Salzano Robegano,Salzano Robegano,45.535.378,12.111.485
S02384,Veneto,Sanguinetto,Sanguinetto,45.188.811,11.152.467
S02567,Veneto,Pederobba Cavaso Possagno,Pederobba Cav.P.,45.877.299,11.965.222
S02553,Veneto,Perarolo Di Cadore,Perarolo Di Cad.,46.386.277,12.352.493
S02052,Veneto,Peri,Peri,45.658.402,10.900.314
S02332,Veneto,Mozzecane,Mozzecane,45.306.687,10.823.657
S05301,Veneto,Buttapietra,Buttapietra,45.338.787,10.988.059
S02550,Veneto,Calalzo Pieve Cadore Cortina,Calalzo Pc Cort.,46.443.829,12.388.668
S02525,Veneto,Camposampiero,Camposampiero,45.568.922,11.928.293
S02601,Veneto,Postioma,Postioma,45.715.862,12.148.248
S02505,Veneto,Pove Del Grappa Campese,Pove S.G.Campese,45.803.248,11.719.936
S00148,Valle D'Aosta,Donnaz,Donnaz,45.602.713,7.769.563
S00134,Valle D'Aosta,Arvier,Arvier,45.704.259,7.166.681
S00146,Valle D'Aosta,Aosta Viale Europa,Aosta V.Europa,45.733.294,7.297.371
S00133,Valle D'Aosta,Avise,Avise,45.706.296,7.131.285
S00135,Valle D'Aosta,Villeneuve,Villeneuve,45.706.648,7.213.481
S00149,Valle D'Aosta,Pont Saint Martin,Pont S.Martin,45.589.834,7.795.024
S00140,Valle D'Aosta,Nus,Nus,45.738.786,74.712
S00145,Valle D'Aosta,Verres,Verres,45.659.822,7.690.012
S00162,Valle D'Aosta,Derby,Derby,45.730.289,7.087.018
S00136,Valle D'Aosta,Sarre,Sarre,45.717.919,7.258.468
S00144,Valle D'Aosta,Montjovet,Montjovet,45.704.586,7.666.871
S00131,Valle D'Aosta,Morgex,Morgex,45.757.055,7.033.898
S00130,Valle D'Aosta,Pre` Saint Didier,Pre' S. Didier,457.636,699.105
S00138,Valle D'Aosta,Quart,Quart,45.741.372,7.414.645
S00147,Valle D'Aosta,Hone Bard,Hone Bard,45.613.918,7.741.345
S00132,Valle D'Aosta,La Salle,La Salle,45.744.637,7.061.987
S00161,Valle D'Aosta,Saint Pierre,Saint Pierre,45.708.146,7.229.338
S00141,Valle D'Aosta,Chambave,Chambave,45.744.163,7.557.301
S00142,Valle D'Aosta,Chatillon Saint Vincent,Chatillon S.V.,457.434,7.619.309
S00137,Valle D'Aosta,Aosta,Aosta,4.573.407,7.322.424
S00143,Valle D'Aosta,Aosta Istituto,Aosta Istituto,45.732.938,7.303.076
S08202,Umbria,Allerona-Castel Viscardo,Allerona,4.278.502,12.035.236
S08206,Umbria,Alviano,Alviano,42.591.917,12.259.583
S07008,Umbria,Assisi,Assisi,43.058.921,12.585.304
S08207,Umbria,Attigliano,Attigliano,42.518.054,12.294.761
S07009,Umbria,Cannara,Cannara,43.019.591,12.628.709
S07215,Umbria,Capodacqua Pieve Fanonica,Capodacqua P.F.,43.026.769,127.541
S06923,Umbria,Castiglion Del Lago,Castigl.Del Lago,43.123.195,12.032.077
S07216,Umbria,Scanzano Belfiore,Scanzano B.,42.983.918,12.737.692
S07226,Umbria,Terni,Terni,42.570.768,12.651.091
S07430,Umbria,Terni Cospea,Terni Cospea,42.549.615,12.625.075
S07217,Umbria,Foligno,Foligno,42.954.261,12.711.096
S06924,Umbria,Pm Panicale Sanfatucchio,P.M.Panicale S.,43.065.535,12.056.347
S07001,Umbria,Passignano Sul Trasimeno,Passignano T.,43.188.324,12.133.128
S08224,Umbria,Pc Allerona,P.C.  Allerona,42.804.432,12.016.229
S07225,Umbria,Giuncano,Giuncano,42.647.802,12.637.694
S07211,Umbria,Gualdo Tadino,Gualdo T.,43.233.475,127.672
S07224,Umbria,Baiano Di Spoleto,Baiano Di S.,42.726.238,12.663.615
S08204,Umbria,Baschi-Montecchio,Baschi Montecc.,4.268.685,12.203.496
S07007,Umbria,Bastia,Bastia,4.307.133,12.547.735
S08225,Umbria,Pc Orvieto,P.C. Orvieto,41.979.641,12.508.456
S07229,Umbria,Nera Montoro,Nera Montoro,42.497.855,12.476.587
S07219,Umbria,Campello,Campello,42.822.814,12.761.253
S07004,Umbria,Perugia,Perugia,43.103.808,12.375.567
S07005,Umbria,Perugia Ponte S.Giovanni,Perugia P.S.G.,43.091.801,12.438.239
S07014,Umbria,Monte Melino,Monte Melino,43.106.303,12.249.698
S07209,Umbria,Fossato Di Vico Gubbio,Fossato Di V.G.,43.283.798,12.757.258
S07212,Umbria,Gaifana,Gaifana,43.181.837,12.784.148
S08203,Umbria,Orvieto,Orvieto,42.723.379,12.127.412
S07012,Umbria,Ospedalicchio,Ospedalicchio,43.082.369,12.506.572
S07011,Umbria,Torricella,Torricella,43.159.149,12.188.249
S07218,Umbria,Trevi,Trevi,428.762,12.733.709
S07000,Umbria,Tuoro Sul Trasimeno,Tuoro Sul Tr.,43.196.631,120.796
S07002,Umbria,Magione,Magione,43.137.356,12.202.238
S07003,Umbria,Ellera Corciano,Ellera Corciano,43.094.699,12.318.574
S07230,Umbria,Narni Amelia,Narni Amelia,4.253.128,12.519.592
S07213,Umbria,Nocera Umbra,Nocera Umbra,43.100.663,12.767.207
S07233,Umbria,Ponte Parrano Di Nocera Umbra,Ponte Parrano,43.137.437,12.776.376
S07221,Umbria,Spoleto,Spoleto,42.748.121,12.736.142
S07220,Umbria,S.Giacomo Di Spoleto,S.Giacomo Di S.,4.279.015,12.755.445
S07214,Umbria,Valtopina,Valtopina,4.305.689,12.755.068
S07010,Umbria,Spello,Spello,429.844,12.668.884
S07235,Umbria,S.Liberato,S.Liberato,42.478.853,12.443.006
S07400,Umbria,Stroncone,Stroncone,42.517.955,1.265.372
S07401,Umbria,Marmore,Marmore,42.547.499,12.715.224
S08200,Umbria,Citta` Della Pieve,Citta' D. Pieve,42.936.221,11.971.127
S08201,Umbria,Fabro-Ficulle,Fabro Ficulle,42.874.851,1.204.123
S08205,Umbria,Castiglione In Teverina,Castiglione In T,42.648.544,12.234.913
S02050,Trentino Alto Adige,Avio,Avio,45.733.892,10.955.842
S02226,Trentino Alto Adige,Bolzano Sud,Bolzano Sud,46.472.617,1.133.334
S02051,Trentino Alto Adige,Borghetto,Borghetto,45.696.721,10.927.083
S02208,Trentino Alto Adige,Castelbello,Castelbello,46.626.994,10.897.884
S02105,Trentino Alto Adige,Casteldarne,Casteldarne,46.797.708,11.844.223
S02014,Trentino Alto Adige,Bressanone,Bressanone,46.710.088,11.649.677
S02030,Trentino Alto Adige,Bronzolo,Bronzolo,4.640.505,11.315.833
S02107,Trentino Alto Adige,Brunico,Brunico,46.794.922,11.929.989
S02017,Trentino Alto Adige,Chiusa,Chiusa,46.642.611,11.572.678
S02209,Trentino Alto Adige,Ciardes,Ciardes,46.635.274,10.940.542
S02206,Trentino Alto Adige,Coldrano-Martello,Coldrano-Martell,46.618.902,10.821.204
S02005,Trentino Alto Adige,Colle Isarco,Colle Isarco,46.937.951,11.441.336
S02048,Trentino Alto Adige,Serravalle,Serravalle,45.808.184,11.014.942
S02224,Trentino Alto Adige,Settequerce,Settequerce,46.508.448,11.264.785
S02205,Trentino Alto Adige,Silandro,Silandro,46.625.613,10.766.327
S02202,Trentino Alto Adige,Spondigna-Prato Venosta,Spondigna-Prato,46.634.571,1.060.999
S02223,Trentino Alto Adige,Terlano-Andriano,Terlano-Andriano,46.528.517,11.248.394
S02317,Trentino Alto Adige,Grigno,Grigno,46.015.059,11.624.984
S02207,Trentino Alto Adige,Laces,Laces,46.619.692,1.085.863
S02029,Trentino Alto Adige,Laives,Laives,4.643.409,11.323.533
S02204,Trentino Alto Adige,Lasa,Lasa,46.618.617,10.694.828
S02037,Trentino Alto Adige,Lavis,Lavis,46.148.306,11.095.993
S02046,Trentino Alto Adige,Mori,Mori,45.861.216,11.002.648
S02211,Trentino Alto Adige,Naturno,Naturno,46.645.095,11.004.303
S02308,Trentino Alto Adige,Caldonazzo,Caldonazzo,45.997.575,11.264.815
S02007,Trentino Alto Adige,Campo Di Trens,Campo Di Trens,46.869.076,11.488.231
S02312,Trentino Alto Adige,Roncegno Bagni-Marter,Roncegno,4.603.618,11.398.818
S02306,Trentino Alto Adige,S.Cristoforo Al Lago-Ischia,S.Cristoforo,46.039.743,1.123.375
S02111,Trentino Alto Adige,Monguelfo Valle Di Casies,Monguelfo,46.752.775,12.107.264
S02031,Trentino Alto Adige,Ora,Ora,4.636.092,11.296.781
S02203,Trentino Alto Adige,Oris,Oris,46.626.672,10.645.989
S02110,Trentino Alto Adige,Valdaora - Anterselva,Valdaora - Anter,46.769.231,1.202.898
S02309,Trentino Alto Adige,Levico,Levico,46.005.729,1.130.493
S02033,Trentino Alto Adige,Magre`- Cortaccia,Magre'-Cortaccia,46.287.976,11.232.646
S02200,Trentino Alto Adige,Malles Venosta,Malles Venosta,46.684.542,10.546.445
S02217,Trentino Alto Adige,Merano Maia Bassa,Merano Maia Bass,46.656.202,11.147.931
S02035,Trentino Alto Adige,Mezzocorona,Mezzocorona,46.207.258,11.128.595
S02113,Trentino Alto Adige,Dobbiaco,Dobbiaco,46.725.049,12.225.122
S02032,Trentino Alto Adige,Egna-Termeno,Egna-Termeno,46.319.418,11.257.177
S02305,Trentino Alto Adige,Pergine,Pergine,46.062.482,11.232.637
S02112,Trentino Alto Adige,Villabassa - Braies,Villabassa,46.736.492,12.167.041
S02300,Trentino Alto Adige,Villazzano,Villazzano,46.045.911,1.113.906
S02222,Trentino Alto Adige,Vilpiano-Nalles,Vilpiano-Nalles,46.554.251,11.220.143
S02225,Trentino Alto Adige,Ponte D`Adige,Ponte D'Adige,46.485.444,11.297.719
S02020,Trentino Alto Adige,Ponte Gardena,Ponte Gardena,466.012,1.153.251
S02201,Trentino Alto Adige,Sluderno-Glorenza,Sluderno-Glorenz,46.664.329,10.581.832
S02315,Trentino Alto Adige,Strigno,Strigno,46.051.003,11.514.327
S02049,Trentino Alto Adige,Ala,Ala,45.760.087,10.996.775
S02318,Trentino Alto Adige,Tezze Di Grigno,Tezze Di Grigno,45.990.485,11.669.726
S02212,Trentino Alto Adige,Plaus,Plaus,4.665.844,11.041.057
S02214,Trentino Alto Adige,Marlengo,Marlengo,46.664.558,11.138.577
S02314,Trentino Alto Adige,Borgo Valsugana Est,Borgo Valsug. E.,4.605.224,11.462.119
S02307,Trentino Alto Adige,Calceranica,Calceranica,46.007.384,11.240.713
S02103,Trentino Alto Adige,Vandoies,Vandoies,46.814.822,11.723.079
S02003,Trentino Alto Adige,Trento S.Chiara,Trento S.Chiara,46.056.242,1.113.624
S02102,Trentino Alto Adige,Rio Di Pusteria,Rio Di Pusteria,4.679.712,11.670.028
S02034,Trentino Alto Adige,Salorno,Salorno,46.245.842,11.202.681
S02219,Trentino Alto Adige,Lana-Postal,Lana-Postal,46.608.079,11.182.252
S02006,Trentino Alto Adige,Vipiteno,Vipiteno,46.895.732,11.440.206
S02313,Trentino Alto Adige,Borgo Valsugana Centro,Borgo Valsugana,46.051.182,11.453.967
S02044,Trentino Alto Adige,Rovereto,Rovereto,45.890.985,11.033.518
S02038,Trentino Alto Adige,Trento,Trento,46.072.414,11.118.941
S02026,Trentino Alto Adige,Bolzano,Bolzano,46.496.346,11.358.556
S02011,Trentino Alto Adige,Fortezza,Fortezza,46.788.841,11.609.922
S02114,Trentino Alto Adige,S.Candido,S.Candido,46.732.728,12.271.917
S02216,Trentino Alto Adige,Merano,Merano,46.673.066,11.148.978
S06516,Toscana,Le Piagge,Le Piagge,43.789.684,11.171.665
S06804,Toscana,Cambiano,Cambiano,43.631.183,10.958.997
S06024,Toscana,Castellina Marittima,Castellina Marit,43.406.122,10.495.776
S06302,Toscana,Castelvecchio Pascoli,Castelvecchio P.,4.409.007,10.455.061
S06729,Toscana,Castiglioncello,Castiglioncello,43.404.619,10.414.354
S06803,Toscana,Certaldo,Certaldo,43.547.124,11.037.711
S06430,Toscana,Firenze Statuto,Firenze Statuto,43.787.273,11.249.738
S06920,Toscana,Castiglion Fiorentino,Castigl.Fiorent.,4.334.075,11.914.362
S06925,Toscana,Chiusi C.T.,Chiusi C.T.,43.002.466,11.957.893
S08007,Toscana,Chiarone,Chiarone,42.387.528,11.446.123
S06825,Toscana,Asciano Monte Oliveto Maggiore,Asciano M.O.M.,43.231.706,11.563.621
S06950,Toscana,Binario S.Marco Vecchio,Binario.S.M.V.,43.790.336,11.267.403
S06402,Toscana,Ripafratta,Ripafratta,43.821.711,10.415.733
S06509,Toscana,S.Miniato Fucecchio,S.Miniato F.,43.701.383,10.831.605
S06313,Toscana,S. Pietro A Vico,S. Pietro A Vico,43.875.094,10.530.945
S06508,Toscana,S.Romano Montopoli S.Croce,S.Romano,43.690.575,10.760.152
S06413,Toscana,Serravalle Pistoiese,Serravalle Pist.,43.908.016,1.085.168
S06906,Toscana,Rignano Sull`Arno Reggello,Rignano S.Arno,43.720.834,11.452.383
S06421,Toscana,Firenze S.M.N.,Firenze S.M.N.,43.776.893,11.247.373
S06011,Toscana,Forte Dei Marmi Serravezza Q.,Forte Dei Marmi,4.397.777,1.019.936
S06957,Toscana,Il Cionfo Bin. Le Cure,Cionfo Binlecure,43.786.182,11.268.501
S06904,Toscana,Pontassieve,Pontassieve,43.773.949,11.437.904
S06807,Toscana,Ponte A Elsa,Ponte A Elsa,43.694.385,10.906.008
S06312,Toscana,Ponte A Moriano,Ponte A Moriano,43.908.371,10.534.264
S06869,Toscana,Ponte A Tressa,Ponte A Tressa,43.250.844,1.139.617
S06752,Toscana,Ponte Ginori,Ponte Ginori,43.335.594,10.740.536
S06913,Toscana,Ponticino,Ponticino,43.481.446,1.171.657
S06163,Toscana,Pontremoli,Pontremoli,44.371.976,9.887.795
S06612,Toscana,Popolano,Popolano,44.102.323,11.649.045
S06406,Toscana,Porcari,Porcari,43.831.263,10.619.212
S06037,Toscana,Giuncarico,Giuncarico,42.915.473,11.008.362
S06907,Toscana,Incisa,Incisa,43.656.541,11.452.728
S06914,Toscana,Indicatore,Indicatore,43.480.067,11.803.468
S06514,Toscana,S.Donnino Badia,S.Donnino Badia,43.785.424,11.142.169
S06905,Toscana,S.Ellero,S.Ellero,43.742.143,11.469.621
S06504,Toscana,S.Frediano A Settimo,S.Frediano A S.,43.680.508,10.517.254
S06909,Toscana,S.Giovanni Valdarno,S.Giovanni V.No,4.356.601,11.527.033
S06023,Toscana,Santa Luce,Santa Luce,43.437.248,1.048.971
S06805,Toscana,Poggibonsi,Poggibonsi,43.468.093,11.149.455
S06323,Toscana,Poggio - Careggine - Vagli,Poggio-Car.-Vag.,44.148.541,10.350.626
S06226,Toscana,Equi Terme,Equi Terme,44.170.282,10.153.624
S06922,Toscana,Terontola Cortona,Terontola,43.210.263,12.007.906
S06167,Toscana,Terrarossa - Tresana,Terrarossa-Tres.,44.237.379,9.959.675
S06720,Toscana,Tombolo,Tombolo,43.631.726,10.352.916
S06951,Toscana,Il Cionfo Bin. Salviati,Cionfo Bin.Salvi,43.798.687,11.273.076
S06952,Toscana,Pian Del Mugnone,Pian Del Mugnone,43.813.899,11.265.994
S06953,Toscana,Fiesole Caldine,Fiesole Caldine,43.833.697,11.266.047
S06954,Toscana,Mimmole,Mimmole,43.858.111,11.265.292
S06601,Toscana,Montorsoli,Montorsoli,43.881.903,11.265.484
S06956,Toscana,Cercina,Cercina,43.900.121,11.265.279
S06619,Toscana,Fontebuona,Fontebuona,4.391.751,11.265.553
S06602,Toscana,Vaglia,Vaglia,43.924.442,11.284.576
S06659,Toscana,Campomigliaio,Campomigliaio,43.937.241,11.303.593
S06705,Toscana,Scopeti,Scopeti,43.841.117,11.497.001
S08003,Toscana,Albinia,Albinia,42.502.165,1.121.134
S06811,Toscana,Arbia,Arbia,43.294.393,11.406.225
S05118,Toscana,San Momme`,San Momme',44.027.999,10.914.798
S05135,Toscana,Vernio Montepiano Cantagallo,Vernio,44.043.991,11.152.342
S06029,Toscana,Castagneto Carducci,Castagneto C.,4.316.816,1.056.399
