code,region,long_name,short_name,latitude,longitude
S12954,Sardegna,Siliqua,Siliqua,39.297.005,8.813.078
S12876,Sardegna,Solarussa,Solarussa,39.952.525,8.679.813
S12896,Sardegna,Su Canale,Su Canale,40.838.375,9.404.226
S12950,Sardegna,Iglesias,Iglesias,39.310.563,8.539.786
S12971,Sardegna,Barbusi,Barbusi,39.203.024,8.501.702
S12875,Sardegna,Bauladu Milis,Bauladu Milis,40.020.722,8.687.123
S12806,Sardegna,Sant`Orsola,Sant'Orsola,40.747.117,8.532.229
S12885,Sardegna,Samassi Serrenti,Samassi Serrenti,39.483.075,8.899.035
S12883,Sardegna,Sanluri Stato,Sanluri S.,39.526.147,8.850.221
S12897,Sardegna,Sant`Anna,Sant'Anna,39.810.758,8.641.451
S12857,Sardegna,Monti Telti,Monti Telti,40.829.632,9.322.814
S12891,Sardegna,Cagliari,Cagliari,39.216.078,9.107.984
S12890,Sardegna,Cagliari Elmas,Cagliari Elmas,39.264.193,9.045.497
S12851,Sardegna,Cala Sabina,Cala Sabina,41.011.012,95.881
S12815,Sardegna,Campomela,Campomela,4.068.139,8.638.875
S12859,Sardegna,Berchidda,Berchidda,40.772.052,9.181.312
S12973,Sardegna,Monte Arcau,Monte Arcau,39.244.501,8.543.347
S12850,Sardegna,Golfo Aranci Marittima,G.Aranci Mar.Ma,40.995.775,9.623.843
S12852,Sardegna,Golfo Aranci,Golfo Aranci,40.997.261,962.471
S12855,Sardegna,Olbia,Olbia,40.924.595,9.498.293
S12878,Sardegna,Oristano,Oristano,39.902.033,8.603.974
S12860,Sardegna,Oschiri,Oschiri,40.713.273,9.107.749
S12881,Sardegna,Pabillonis,Pabillonis,39.610.878,8.741.013
S12869,Sardegna,Macomer,Macomer,40.267.899,8.772.279
S12888,Sardegna,Decimomannu,Decimomannu,39.304.593,8.965.808
S12953,Sardegna,Musei,Musei,3.928.837,8.676.528
S12816,Sardegna,Ploaghe,Ploaghe,4.066.132,8.728.075
S12952,Sardegna,Villamassargia Domusnovas,Villamassargia D,39.294.811,8.641.986
S12887,Sardegna,Villasor,Villasor,39.381.451,8.935.907
S12802,Sardegna,Porto Torres,Porto Torres,40.833.045,839.642
S12873,Sardegna,Abbasanta,Abbasanta,40.128.801,8.817.733
S12882,Sardegna,San Gavino,San Gavino,39.546.206,8.788.017
S12856,Sardegna,Enas,Enas,4.085.706,9.431.095
S12865,Sardegna,Torralba,Torralba,40.482.769,8.781.619
S12803,Sardegna,Porto Torres Marittima,Porto Torres Mar,40.837.914,8.397.301
S12805,Sardegna,S.Giorgio Di Sassari,San Giorgio Ss,40.754.903,8.516.505
S12853,Sardegna,Madonna Di Castro,Madonna Di Castr,40.672.018,9.046.014
S12874,Sardegna,Paulilatino,Paulilatino,40.077.373,8.775.812
S12956,Sardegna,Villaspeciosa Uta,Villaspecios Uta,39.304.168,8.940.501
S12804,Sardegna,San Giovanni,San Giovanni,40.762.523,8.499.282
S12807,Sardegna,Sassari,Sassari,40.729.506,8.554.157
S12813,Sardegna,Tissi Usini,Tissi Usini,40.689.278,8.530.258
S12817,Sardegna,Ardara,Ardara,40.632.139,8.818.996
S12854,Sardegna,Marinella,Marinella,40.999.129,955.362
S12861,Sardegna,Ozieri Fraigas,Ozieri Fraigas,40.627.334,8.986.497
S12862,Sardegna,Ozieri Chilivani,Ozieri Chilivani,40.609.496,8.933.744
S12864,Sardegna,Mores Ittireddu,Mores Ittireddu,40.555.954,8.875.838
S12866,Sardegna,Giave,Giave,40.455.875,8.729.388
S12879,Sardegna,Marrubiu Terralba Arborea,Marrubiu Terr.Ar,3.975.293,8.641.144
S12886,Sardegna,Serramanna Nuraminis,Serramanna Nuram,39.426.123,8.916.579
S12895,Sardegna,Rudalza,Rudalza,40.994.082,9.531.214
S12901,Sardegna,Olbia Marittima Isola Bianca,Olbia M.I.B.,40.922.597,9.523.706
S12818,Sardegna,Carbonia Serbariu,Carbonia Serb.,39.169.508,8.509.186
S12880,Sardegna,Uras Mogoro,Uras Mogoro,39.692.629,8.696.459
S11306,Puglia,Gravina In Puglia,Gravina In P.,40.825.216,16.418.926
S11509,Puglia,Palagiano Mottola,Palagiano Mott.,40.601.744,17.065.478
S11601,Puglia,Monteiasi,Monteiasi,40.523.852,17.361.457
S11107,Puglia,Margherita Di Sav./Ofantino,Margherita S.Of.,41.343,16.136.024
S11403,Puglia,Minervino Murge,Minervino Murge,41.081.788,16.074.974
S11137,Puglia,Brindisi Marittima,Brindisi Maritt.,40.633.543,1.794.863
S11105,Puglia,Candida,Candida,41.346.664,15.996.588
S11463,Puglia,Castellaneta Marina,Castellaneta M.,40.481.111,16.965.434
S09322,Puglia,Troia Castelluccio Sauri,Troia Cast.Sauri,41.319.829,15.421.123
S11021,Puglia,Chieuti Serracapriola,Chieuti Serrac.,41.921.962,15.156.645
S11051,Puglia,Amendola,Amendola,41.518.025,15.732.569
S11053,Puglia,Frattarolo,Frattarolo,4.158.364,15.861.727
S11054,Puglia,Manfredonia,Manfredonia,41.623.046,15.908.142
S11106,Puglia,Trinitapoli S.Ferdin. Di P.,Trinitapoli,41.349.677,16.090.839
S11130,Puglia,Fasano,Fasano,40.851.753,173.859
S11133,Puglia,Carovigno,Carovigno,40.737.337,17.683.791
S11135,Puglia,S.Vito Dei Normanni,S.Vito Normanni,40.650.352,17.818.585
S11142,Puglia,Squinzano,Squinzano,40.439.266,18.046.097
S11202,Puglia,Ordona,Ordona,41.315.006,15.620.567
S11205,Puglia,Rocchetta S.Ant.Lac.,Rocchetta S.A.L.,411.518,1.553.295
S11406,Puglia,Canne Della Battaglia,Canne D.Battag.,41.294.583,16.146.169
S11504,Puglia,Acquaviva Delle Fonti,Acquaviva,40.892.806,16.839.826
S11603,Puglia,Francavilla Fontana,Francavilla Font,40.523.145,17.584.714
S11116,Puglia,Bari S. Spirito,Bari S.Spirito,41.159.653,16.746.324
S11028,Puglia,Rignano Garganico,Rignano Gargan.,41.579.344,15.490.229
S11602,Puglia,Grottaglie,Grottaglie,40.528.989,17.424.503
S11307,Puglia,Altamura,Altamura,40.837.666,16.551.739
S11024,Puglia,Apricena,Apricena,4.177.664,15.387.809
S11203,Puglia,Ascoli Satriano,Ascoli Satriano,41.219.859,15.547.828
S11118,Puglia,Bari Palese Macchie,Bari Palese M.,41.151.583,16.766.902
S11513,Puglia,Bari S.Andrea,Bari S.Andrea,41.105.467,16.830.255
S11150,Puglia,Bari S.Giorgio,Bari S.Giorgio,41.093.779,16.950.084
S11113,Puglia,Bisceglie,Bisceglie,41.235.445,16.499.484
S11501,Puglia,Bitetto Palo Del Colle,Bitetto,41.041.481,1.674.053
S09321,Puglia,Bovino Deliceto,Bovino Deliceto,4.127.835,15.369.255
S11204,Puglia,Candela,Candela,41.151.439,15.533.163
S11402,Puglia,Canosa Di Puglia,Canosa Di Puglia,41.218.556,16.053.906
S11309,Puglia,Casal Sabini,Casal Sabini,40.799.021,16.647.908
S11103,Puglia,Cerignola,Cerignola,41.315.664,15.897.298
S11200,Puglia,Cervaro,Cervaro,41.397.604,15.595.704
S11136,Puglia,Brindisi,Brindisi,40.634.339,17.938.978
S11131,Puglia,Cisternino,Cisternino,40.816.652,17.456.899
S11056,Puglia,Siponto,Siponto,4.161.296,15.895.572
S11304,Puglia,Spinazzola,Spinazzola,40.953.396,16.087.173
S11465,Puglia,Taranto,Taranto,40.483.727,17.224.059
S11505,Puglia,Gioia Del Colle,Gioia Del Colle,40.796.983,16.916.569
S11101,Puglia,Incoronata,Incoronata,41.408.174,15.650.728
S11606,Puglia,Latiano,Latiano,40.558.074,17.717.629
S11145,Puglia,Lecce,Lecce,4.034.566,18.165.724
S11108,Puglia,Barletta,Barletta,41.315.227,16.278.867
S11512,Puglia,Bellavista,Bellavista,40.517.077,17.176.892
S11141,Puglia,S. Pietro Vernotico,S.Pietro V.Co,4.048.902,18.000.716
S11025,Puglia,San Severo,San Severo,41.684.512,15.392.567
S11503,Puglia,Sannicandro Di Bari,Sannicandro,40.958.821,16.753.771
S11201,Puglia,Santuario Incoronata,Santuario Incor.,41.370.726,15.605.748
S11310,Puglia,Santeramo,Santeramo,408.026,1.676.403
S11022,Puglia,Posto Movimento Ripalta,Pm Ripalta,41.895.706,1.527.507
S11515,Puglia,Modugno Citta`,Modugno Citta',41.086.437,16.779.596
S11114,Puglia,Molfetta,Molfetta,41.196.008,16.596.793
S11129,Puglia,Monopoli,Monopoli,40.952.017,17.292.455
S11605,Puglia,Oria,Oria,40.508.167,17.646.534
S11102,Puglia,Ortanova,Ortanova,41.350.441,15.732.059
S11132,Puglia,Ostuni,Ostuni,40.752.356,17.580.809
S11508,Puglia,Palagianello,Palagianello,40.610.906,16.975.202
S11464,Puglia,Palagiano Chiatona,Palagiano Chiat.,40.516.998,17.059.217
S11112,Puglia,Trani,Trani,41.272.693,16.417.646
S11143,Puglia,Trepuzzi,Trepuzzi,4.040.964,18.076.902
S11140,Puglia,Tuturano,Tuturano,40.550.726,17.979.016
S11510,Puglia,Massafra,Massafra,40.582.968,17.107.899
S11607,Puglia,Mesagne,Mesagne,40.563.203,17.802.082
S11151,Puglia,Cozze,Cozze,41.017.835,17.159.396
S11154,Puglia,Egnazia,Egnazia,40.901.727,17.329.607
S11148,Puglia,Bari Parco Nord,Bari Parco Nord,41.123.916,16.837.018
S11126,Puglia,Bari Torre A Mare,Ba Torre A Mare,41.082.637,16.995.772
S11608,Puglia,Villa Castelli,Villa Castelli,40.523.377,17.476.149
S11128,Puglia,Polignano A Mare,Polignano A Mare,40.990.926,17.218.676
S09325,Puglia,Ponte Albanito,Ponte Albanito,4.135.148,15.532.976
S11462,Puglia,Ginosa,Ginosa,40.429.201,16.890.968
S11115,Puglia,Giovinazzo,Giovinazzo,41.180.968,16.669.346
S11502,Puglia,Grumo Appula,Grumo Appula,4.101.199,16.718.777
S11023,Puglia,Poggio Imperiale,Poggio Imperiale,41.805.561,1.535.707
S11305,Puglia,Poggiorsini,Poggiorsini,40.935.221,16.266.897
S11125,Puglia,Bari Parco Sud,Bari Parco Sud,41.111.822,16.914.736
S11127,Puglia,Mola Di Bari,Mola Di Bari,41.057.227,17.080.919
S11600,Puglia,Nasisi,Nasisi,4.050.791,17.257.802
S11100,Puglia,Foggia,Foggia,41.466,15.555.816
S00173,Piemonte,S.Silvestro,S.Silvestro,4.519.366,8.148.095
S00229,Piemonte,Settimo,Settimo,45.139.834,7.769.335
S00862,Piemonte,Sezzadio,Sezzadio,44.800.082,8.549.772
S00429,Piemonte,Chiusano Cossombrone,Chiusano Cossom.,44.985.034,8.128.822
S00217,Piemonte,Collegno,Collegno,45.078.854,7.574.131
S00923,Piemonte,Priola,Priola,44.248.694,8.023.429
S00053,Piemonte,Rovasenda,Rovasenda,45.537.291,8.317.376
S00213,Piemonte,S. Ambrogio,S. Ambrogio,45.101.161,7.360.933
S00347,Piemonte,Isola D`Asti,Isola D'Asti,44.830.605,8.175.113
S00700,Piemonte,Manta,Manta,44.620.887,7.494.166
S00545,Piemonte,Torre S.Giorgio,Torre S.Giorgio,44.737.375,7.525.461
S00239,Piemonte,Tronzano,Tronzano,45.342.929,8.168.395
S00022,Piemonte,Vaprio D`Agogna,Vaprio D'Agogna,45.599.085,8.536.862
S00315,Piemonte,Borgo S.Martino,Borgo S.Martino,45.087.083,8.520.661
S00456,Piemonte,Cambiano Santena,Cambiano Santena,44.966.491,7.773.225
S00458,Piemonte,Villanova,Villanova,44.963.159,7.947.136
S00035,Piemonte,Torino Porta Susa,Torino P. Susa,45.075.906,7.667.673
S00983,Piemonte,Marano Ticino,Marano Ticino,45.629.485,8.626.172
S01019,Piemonte,Meina,Meina,45.794.389,8.535.452
S00875,Piemonte,Merana,Merana,44.519.368,8.298.327
S00156,Piemonte,Mercenasco,Mercenasco,45.353.436,7.886.405
S00600,Piemonte,Villastellone,Villastellone,44.920.531,7.749.572
S00004,Piemonte,Pieve Vergonte,Pieve Vergonte,46.009.783,8.276.298
S00613,Piemonte,Borgo San Dalmazzo,Borgo S.Dalmazzo,44.326.249,7.486.111
S00209,Piemonte,Bruzolo,Bruzolo,45.131.032,7.201.497
S00972,Piemonte,Casaleggio,Casaleggio,45.491.298,8.490.369
S00864,Piemonte,Cassine,Cassine,44.751.513,8.533.613
S01123,Piemonte,Castelletto Ticino,Castelletto Tic.,45.710.757,8.638.259
S00465,Piemonte,Castello D`Annone,Castel.D'Annone,44.878.742,8.312.724
S04000,Piemonte,Castellazzo Casalcermelli,Castellazzo C.,44.843.839,8.589.645
S00056,Piemonte,Rovasenda Alta,Rovasenda Alta,45.537.368,8.316.722
S00054,Piemonte,Buronzo,Buronzo,4.547.179,82.667
S00158,Piemonte,Caluso,Caluso,45.303.194,7.902.568
S00157,Piemonte,Candia Canavese,Candia Canavese,45.329.824,7.891.819
S00603,Piemonte,Cavallermaggiore,Cavallermaggiore,44.708.147,7.692.108
S00541,Piemonte,Cercenasco,Cercenasco,44.864.897,7.495.302
S04006,Piemonte,Roccagrimalda,Roccagrimalda,44.675.247,8.656.154
S04005,Piemonte,San Giacomo,San Giacomo,44.687.745,8.663.185
S00224,Piemonte,Torino Dora,Torino Dora,45.090.085,7.677.853
S01025,Piemonte,Dormelletto,Dormelletto,457.233,8.581.906
S00926,Piemonte,Eca Nasago`,Eca Nasago',44.160.769,7.965.137
S00869,Piemonte,Terzo Montabone,Terzo Montabone,44.671.932,8.428.705
S00452,Piemonte,Torino Lingotto,To Lingotto,450.266,7.657.469
S00223,Piemonte,Torino S. Paolo,Torino S.Paolo,45.054.519,7.639.557
S00450,Piemonte,Torino Smistamento Nord,Torino Sm. Nord,45.042.785,7.666.626
S00228,Piemonte,Torino Stura,Torino Stura,45.121.932,7.713.202
S00342,Piemonte,Tonco Alfiano,Tonco Alfiano,45.012.659,8.216.858
S00219,Piemonte,Torino P.Nuova,Torino P.Nuova,45.060.969,767.747
S00234,Piemonte,Torrazza P.,Torrazza,45.211.855,7.970.255
S04300,Piemonte,Carbonara Scrivia,Carbonara Scriv.,44.860.173,8.853.772
S00825,Piemonte,Alba,Alba,44.697.713,8.030.629
S00462,Piemonte,Asti,Asti,4.489.479,8.208.112
S00029,Piemonte,Bivio Madonna Dell`Olmo,Biv. M. Olmo,44.414.078,7.546.234
S00203,Piemonte,Beaulard,Beaulard,45.046.495,6.759.713
S00177,Piemonte,Morano Sul Po,Morano Po,45.170.793,8.366.168
S00824,Piemonte,Mussotto,Mussotto,44.713.227,8.015.194
S00008,Piemonte,Omegna Crusinallo,Omegna Crusin.,45.898.138,8.413.929
S01007,Piemonte,Beura Cardezza,Beura Cardezza,46.068.341,8.289.627
S00501,Piemonte,Madonna Della Scala,Madonna D. Scala,44.993.686,7.780.994
S00220,Piemonte,Torino Orbassano Fascio Sud,Torino Orb.F.Sud,45.032.898,7.576.125
S00459,Piemonte,Villafranca C.,Villafranca C.,44.908.916,8.043.692
S00543,Piemonte,Villafranca P.,Villafranca P.,44.786.739,7.510.077
S01008,Piemonte,Vogogna Ossola,Vogogna Ossola,46.005.883,8.294.664
S00721,Piemonte,Monastero Pratavecchi,Monastero Prat.,44.484.517,744.679
S00468,Piemonte,Felizzano,Felizzano,44.893.367,8.437.155
S00904,Piemonte,Pogliola,Pogliola,44.399.796,775.057
S01125,Piemonte,Pombia,Pombia,45.649.547,8.637.037
S01809,Piemonte,Pontecurone,Pontecurone,44.962.014,8.929.717
S00871,Piemonte,Ponti,Ponti,44.629.979,8.365.262
S00247,Piemonte,Ponzana,Ponzana,45.402.685,8.522.689
S00344,Piemonte,Portacomaro,Portacomaro,44.957.169,8.224.345
S01124,Piemonte,Porto Varallo Pombia,Porto Varallo P.,45.677.697,8.638.383
S00469,Piemonte,Solero,Solero,44.915.886,851.043
S00155,Piemonte,Strambino,Strambino,45.382.508,7.887.955
S00260,Piemonte,Susa,Susa,45.138.622,7.052.311
S00974,Piemonte,Ghislarengo,Ghislarengo,45.526.006,8.379.453
S00316,Piemonte,Giarole,Giarole,45.056.125,85.609
S00951,Piemonte,Magliano Crava Morozzo,Magliano C.M.,44.445.259,7.777.852
S00243,Piemonte,S. Germano Vercellese,S. Germano Verc.,45.353.603,8.249.958
S00336,Piemonte,S.Giorgio Casale,S.Giorgio Casale,45.101.495,8.412.858
S01941,Piemonte,S.Giuliano Piemonte,S.Giuliano Piem.,44.890.543,8.760.933
S00842,Piemonte,Pocapaglia,Pocapaglia,44.701.066,7.892.496
S01015,Piemonte,Baveno,Baveno,45.909.105,8.502.121
S00970,Piemonte,Biella Chiavazza,Biella Chiavazza,45.568.084,8.066.787
S00544,Piemonte,Moretta,Moretta,44.765.514,7.530.303
S00976,Piemonte,Nibbia,Nibbia,45.481.363,8.557.993
S00834,Piemonte,Nizza Monferrato,Nizza Monferrato,44.772.905,8.361.146
S00513,Piemonte,None,None,44.938.011,7.540.068
S00207,Piemonte,Pc. Meana,P.C. Meana,45.124.481,7.059.748
S00311,Piemonte,Pertengo,Pertengo,45.233.305,8.426.739
S00003,Piemonte,Piedimulera,Piedimulera,46.024.348,8.261.237
S00611,Piemonte,Cuneo Gesso,Cuneo Gesso,44.394.234,7.556.017
S00051,Piemonte,Cureggio,Cureggio,45.672.538,8.456.282
S00982,Piemonte,Varallo Pombia,Varallo Pombia,45.670.032,8.620.047
S00100,Piemonte,Varallo Sesia,Varallo Sesia,45.815.227,8.256.606
S01013,Piemonte,Verbania-Pallanza,Verbania,45.943.821,847.224
S00245,Piemonte,Vercelli,Vercelli,45.329.909,8.416.028
S00073,Piemonte,Vergnasco,Vergnasco,45.489.282,8.091.687
S00616,Piemonte,Vernante,Vernante,44.244.639,7.535.986
S00170,Piemonte,Verolengo,Verolengo,45.193.107,7.969.511
S00701,Piemonte,Verzuolo,Verzuolo,44.598.767,748.724
S00031,Piemonte,Vespolate,Vespolate,45.351.517,8.671.947
S00953,Piemonte,Vicoforte San Michele,Vicoforte S.M.,4.437.404,7.894.687
S00977,Piemonte,Vigliano Candelo,Vigliano Candelo,45.557.517,8.108.475
S00802,Piemonte,Vigliano D`Asti,Vigliano D'Asti,44.827.335,8.218.271
S00021,Piemonte,Vignale,Vignale,45.478.989,8.613.132
S00542,Piemonte,Vigone,Vigone,44.846.923,7.491.123
S00001,Piemonte,Villadossola,Villadossola,46.064.151,8.264.675
S00523,Piemonte,Luserna S. Giovanni,Luserna S.Giov.,44.815.842,7.246.902
S00607,Piemonte,Maddalene,Maddalene,44.518.734,7.648.022
S00820,Piemonte,Madonna Del Pilone,Madonna Del P.,44.695.347,7.747.639
S00902,Piemonte,Margarita,Margarita,44.380.082,7.685.738
S01012,Piemonte,Mergozzo,Mergozzo,45.961.303,8.440.881
S00082,Piemonte,Pinerolo Olimpica,Pinerolo Olimpi.,44.893.325,7.349.043
S00172,Piemonte,Crescentino,Crescentino,45.194.302,8.107.175
S00017,Piemonte,Cressa Fontaneto,Cressa Fontaneto,45.646.331,8.498.435
S00610,Piemonte,Cuneo,Cuneo,44.387.914,7.536.235
S00427,Piemonte,Cunico Scandeluzza,Cunico Scandel.,45.036.947,811.007
S01010,Piemonte,Cuzzago,Cuzzago,45.993.682,8.373.989
S01003,Piemonte,Domodossola,Domodossola,46.115.429,8.296.684
S01004,Piemonte,Domo Ii,Domo Ii,46.071.396,8.286.899
S00980,Piemonte,Dormelletto Paese,Dormelletto P.,45.730.032,8.574.324
S00722,Piemonte,Dronero,Dronero,44.464.974,7.423.245
S00251,Piemonte,Exilles,Exilles,4.508.999,6.927.344
S00112,Piemonte,Fara,Fara,45.550.556,8.458.049
S00737,Piemonte,Farigliano,Farigliano,44.513.337,790.947
S00511,Piemonte,Nichelino,Nichelino,4.499.132,7.642.068
S00739,Piemonte,Niella,Niella,44.415.377,7.926.365
S00248,Piemonte,Novara,Novara,45.451.376,8.624.895
S00920,Piemonte,Nucetto,Nucetto,44.338.871,8.061.386
S00244,Piemonte,Olcenengo,Olcenengo,4.534.147,8.310.096
S00984,Piemonte,Oleggio,Oleggio,45.598.029,8.632.586
S00010,Piemonte,Omegna,Omegna,4.587.179,8.413.291
S00006,Piemonte,Ornavasso,Ornavasso,45.970.296,8.415.892
S00012,Piemonte,Orta Miasino,Orta Miasino,45.795.865,8.421.217
S00204,Piemonte,Oulx Cesana Claviere Sestriere,Oulx Ce.Cl.Ses.,45.038.789,6.831.432
S00840,Piemonte,Oviglio,Oviglio,44.859.537,8.494.998
S00337,Piemonte,Ozzano Monferrato,Ozzano Monfer.,45.107.581,8.372.296
S00175,Piemonte,Palazzolo Vercellese,Palazzolo Verc.,45.189.004,8.232.787
S00002,Piemonte,Pallanzeno,Pallanzeno,46.043.533,8.260.645
S00524,Piemonte,Torre Pellice,Torre Pellice,44.818.929,7.225.901
S00925,Piemonte,Trappa,Trappa,44.185.375,7.994.435
S00950,Piemonte,Trinita` Bene Vagienna,Trinita' B. V.,44.504.656,7.752.647
S00176,Piemonte,Trino Vercellese,Trino Verc.,45.190.066,8.294.093
S00455,Piemonte,Trofarello,Trofarello,44.980.471,7.735.206
S00041,Piemonte,Valenza,Valenza,45.023.527,8.625.808
S00042,Piemonte,Valmadonna,Valmadonna,44.972.588,8.610.667
S00237,Piemonte,Livorno Ferraris,Livorno Ferraris,45.283.402,8.073.493
S00617,Piemonte,Limone,Limone,44.203.799,7.577.912
S00466,Piemonte,Rocchetta Tanaro Cerro,Rocchetta T.C.,44.875.574,8.351.402
S00159,Piemonte,Rodallo,Rodallo,45.278.714,7.878.025
S00109,Piemonte,Romagnano Sesia,Romagnano Sesia,45.629.888,8.384.581
S00215,Piemonte,Rosta,Rosta,45.078.397,7.463.963
S00434,Piemonte,S.Anna Robella,S.Anna Rob.,45.074.464,808.568
S00236,Piemonte,S. Antonino Di Saluggia,S. Ant. Di Sal.,45.253.967,8.039.728
S00211,Piemonte,S. Antonino Vaie,S. Antonino Vaie,45.109.469,7.275.931
S00609,Piemonte,S.Benigno Di Cuneo,S.Benigno Di C.,44.461.002,7.572.712
S00461,Piemonte,S. Damiano D`Asti,S.Damiano D'Asti,44.878.914,8.125.956
S00457,Piemonte,Pessione,Pessione,44.965.132,7.841.321
S00011,Piemonte,Pettenasco,Pettenasco,45.820.498,8.406.802
S00903,Piemonte,Pianfei,Pianfei,44.385.228,7.717.109
S00922,Piemonte,Pievetta,Pievetta,44.257.449,8.021.744
S00517,Piemonte,Pinerolo,Pinerolo,44.887.673,7.337.402
S00515,Piemonte,Piscina Di Pinerolo,Piscina Di Pin.,44.921.744,7.425.482
S00838,Piemonte,Bergamasco,Bergamasco,44.819.891,8.461.447
S00238,Piemonte,Bianze`,Bianze',45.309.488,8.115.523
S00522,Piemonte,Bibiana,Bibiana,44.809.941,7.285.727
S00873,Piemonte,Mombaldone Roccaverano,Monbaldone Rocc.,44.569.891,8.332.781
S00808,Piemonte,Mombaruzzo,Mombaruzzo,4.476.235,8.441.006
S00019,Piemonte,Momo,Momo,45.574.646,855.689
S00453,Piemonte,Moncalieri,Moncalieri,44.998.187,7.678.027
S00340,Piemonte,Moncalvo,Moncalvo,45.059.463,8.261.905
S00735,Piemonte,Monchiero Dogliani,Monchiero Dogl.,44.571.815,7.917.635
S00952,Piemonte,Mondovi`,Mondovi',44.398.255,7.816.339
S00801,Piemonte,Mongardino,Mongardino,4.484.161,8.207.411
S00153,Piemonte,Montalto Dora,Montalto Dora,45.490.309,7.858.986
S00160,Piemonte,Montanaro,Montanaro,45.232.674,7.858.331
S00428,Piemonte,Montechiaro D`Asti,Montechiaro D'A.,44.999.849,810.982
S00872,Piemonte,Montechiaro Denice,Montechiaro D.,44.600.827,8.352.185
S00803,Piemonte,Montegrosso,Montegrosso,44.818.465,8.239.171
S00606,Piemonte,Fossano,Fossano,44.550.231,7.717.971
S00861,Piemonte,Gamalero,Gamalero,44.817.476,8.543.427
S00510,Piemonte,Moncalieri Sangone,Monc. Sangone,45.000.393,7.667.991
S00240,Piemonte,Santhia`,Santhia',45.363.726,8.180.093
S00341,Piemonte,Penango,Penango,45.032.254,8.235.138
S00422,Piemonte,Monteu Da Po,Monteu Da Po,45.158.353,8.022.925
S00823,Piemonte,Monticello D`Alba,Monticello D'A.,44.703.736,7.965.002
S00426,Piemonte,Montiglio Murisengo,Montiglio Muris.,45.067.664,8.106.913
S00734,Piemonte,Narzole,Narzole,44.598.377,7.881.597
S00827,Piemonte,Neive,Neive,44.723.048,8.121.071
S00833,Piemonte,Calamandrana,Calamandrana,44.738.986,8.331.572
S00020,Piemonte,Caltignaga,Caltignaga,45.519.167,8.591.602
S00108,Piemonte,Prato Sesia,Prato Sesia,45.646.472,8.370.476
S01009,Piemonte,Premosello Chiovenda,Premosello Ch.,46.002.188,8.326.649
S00102,Piemonte,Quarona,Quarona,45.763.547,8.266.603
S00150,Piemonte,Quincinetto,Quincinetto,45.567.295,7.809.711
S00602,Piemonte,Racconigi,Racconigi,44.771.179,7.685.681
S00615,Piemonte,Robilante,Robilante,44.296.496,7.510.906
S00740,Piemonte,Roccaciglie`,Roccaciglie',44.425.831,795.274
S00905,Piemonte,Roccadebaldi,Roccadebaldi,44.410.446,7.780.449
S00614,Piemonte,Roccavione,Roccavione,44.314.445,7.485.361
S00015,Piemonte,Gozzano,Gozzano,45.741.039,8.438.726
S00007,Piemonte,Gravellona Toce,Gravellona Toce,45.934.051,8.428.346
S00106,Piemonte,Grignasco,Grignasco,45.683.288,8.332.913
S00835,Piemonte,Incisa Scapaccino,Incisa Scapacc.,4.480.052,8.388.468
S00154,Piemonte,Ivrea,Ivrea,45.461.542,7.876.348
S00421,Piemonte,Lauriano,Lauriano,45.160.761,7.998.531
S01018,Piemonte,Lesa,Lesa,45.833.042,8.566.471
S00460,Piemonte,Baldichieri,Baldichieri,44.899.204,8.091.198
S00178,Piemonte,Balzola,Balzola,45.173.985,8.402.174
S00732,Piemonte,Bandito,Bandito,44.722.075,7.819.452
S00908,Piemonte,Bastia Mondovi`,Bastia Mondovi',44.439.398,7.891.671
S00807,Piemonte,Bazzana,Bazzana,44.777.094,8.401.557
S00901,Piemonte,Beinette,Beinette,4.436.782,7.644.884
S01017,Piemonte,Belgirate,Belgirate,45.843.337,8.570.821
S00985,Piemonte,Bellinzago,Bellinzago,45.566.681,8.627.652
S00463,Piemonte,S. Paolo Solbrito,S.Paolo Solbrito,44.951.753,7.975.779
S00420,Piemonte,S.Sebastiano Po,S.Sebastiano,45.167.102,7.953.781
S00831,Piemonte,S.Stefano Belbo,S.Stefano Belbo,4.471.714,8.241.233
S00822,Piemonte,S.Vittoria,S.Vittoria,4.469.561,7.916.909
S00205,Piemonte,Salbertrand,Salbertrand,45.073.478,6.887.428
S00743,Piemonte,Sale Langhe,Sale Langhe,44.392.425,8.077.468
S00744,Piemonte,Saliceto,Saliceto,44.404.437,8.172.887
S00235,Piemonte,Saluggia,Saluggia,4.523.443,8.017.112
S00074,Piemonte,Salussola,Salussola,4.544.438,8.115.195
S00072,Piemonte,Sandigliano,Sandigliano,45.519.652,8.081.531
S00731,Piemonte,Sanfre`,Sanfre',4.474.799,7.796.793
S00050,Piemonte,Comignago,Comignago,45.714.296,8.566.362
S00212,Piemonte,Condove,Condove,45.106.689,7.317.022
S00604,Piemonte,Savigliano,Savigliano,44.651.337,7.663.748
S00540,Piemonte,Scalenghe,Scalenghe,4.489.018,7.490.745
S00338,Piemonte,Serralunga Cereseto,Serralunga Cer.,45.100.914,830.742
S00431,Piemonte,Serravalle D`Asti,Serravalle D'A.,44.948.019,814.808
S00430,Piemonte,Settime Cinaglio Mombarone,Settime C.M.,44.966.229,8.128.853
S00151,Piemonte,Settimo Tavagnasco,Settimo Tavagn.,45.546.214,7.825.189
S00978,Piemonte,Sillavengo,Sillavengo,45.521.303,8.444.987
